customer_id,age,annual_income,employment_length_years,credit_history_years,credit_score,revolving_limit,credit_utilization,debt_to_income,delinquencies_2y,hard_inquiries_6m,open_accounts,loan_amount,term_months,apr,monthly_payment,purpose,region,defaulted
C105439,51,69716.66,6.9,5.7,591,11490.74,0.379,0.776,1,0,7,19100,36,0.179,689.74,credit_card,West,0
C105440,48,139151.98,5.7,14.6,670,59717.74,0.238,0.02,0,3,10,19500,36,0.064,596.61,debt_consolidation,South,0
C105441,48,59256.87,5.3,5.4,577,17958.78,0.205,0.317,1,3,7,15500,36,0.128,520.9,debt_consolidation,West,0
C105442,70,107800.22,7.7,9.5,627,12052.44,0.223,0.02,0,0,6,12200,60,0.083,248.92,debt_consolidation,Midwest,0
C105443,64,24258.55,5.5,16.2,529,6118.03,0.239,0.378,1,3,14,3900,60,0.154,93.66,debt_consolidation,South,1
C105444,34,50183.57,9.0,1.8,443,6528.16,0.869,0.529,2,2,6,12700,60,0.263,382.7,debt_consolidation,South,1
C105445,40,65997.44,2.5,3.0,560,18594.67,0.445,0.306,4,1,8,15800,36,0.166,560.13,debt_consolidation,West,0
C105446,57,187207.78,9.6,9.9,649,27281.87,0.518,0.02,0,0,7,11900,36,0.096,381.89,other,South,0
C105447,43,22118.48,2.0,6.8,487,5562.14,0.531,0.249,4,2,3,1900,36,0.187,69.38,debt_consolidation,West,0
C105448,44,61649.91,3.2,8.3,539,15924.9,0.338,0.86,2,3,4,11400,36,0.215,432.54,home_improvement,Midwest,0
C105449,30,144830.8,3.9,4.5,557,18803.08,0.714,0.12,1,1,8,29000,36,0.151,1006.25,medical,South,0
C105450,34,42208.69,0.4,8.8,495,4598.36,0.513,0.544,7,5,5,7100,36,0.217,269.99,medical,Midwest,1
C105451,61,57819.49,9.3,4.5,563,19214.38,0.746,0.093,3,2,10,13200,36,0.161,464.86,debt_consolidation,Midwest,0
C105452,66,78010.52,5.4,11.0,635,29279.07,0.32,0.256,2,0,12,3400,60,0.094,71.25,small_business,West,1
C105453,63,71942.48,1.4,18.0,589,14554.42,0.897,0.593,3,2,5,23200,36,0.215,879.95,small_business,South,1
C105454,37,153785.85,5.5,3.9,659,18074.74,0.385,0.02,0,1,9,39400,60,0.065,771.06,major_purchase,South,0
C105455,28,83183.4,0.0,2.2,574,11470.18,0.64,0.266,1,1,7,7600,36,0.168,270.36,debt_consolidation,West,0
C105456,29,134917.35,0.2,3.9,594,24438.75,0.435,0.02,1,1,5,20900,36,0.116,690.19,debt_consolidation,Northeast,0
C105457,42,53323.8,5.9,2.8,516,19782.91,0.66,0.608,4,3,7,4400,36,0.228,169.97,medical,South,0
C105458,48,43254.37,8.8,4.3,534,2958.21,0.856,0.54,6,1,2,10200,36,0.22,389.35,debt_consolidation,Midwest,1
C105459,69,57411.21,9.5,21.6,613,15208.92,0.986,0.459,8,1,14,26900,60,0.19,698.53,credit_card,Northeast,0
C105460,69,34359.57,12.0,5.0,541,500.0,0.849,0.497,1,1,5,3100,36,0.224,118.97,home_improvement,Northeast,0
C105461,21,84801.96,1.0,1.0,517,21419.3,0.512,0.239,3,1,7,8600,60,0.177,216.99,other,South,0
C105462,59,52570.46,5.6,11.1,520,16842.36,0.831,0.467,2,2,7,16900,36,0.234,657.85,home_improvement,South,0
C105463,37,44920.91,5.9,8.0,508,7851.15,0.796,0.388,4,1,9,12900,36,0.218,491.14,credit_card,South,1
C105464,31,85511.37,1.6,1.2,580,27167.96,0.56,0.177,0,1,8,30100,60,0.146,710.14,other,Northeast,0
C105465,50,34651.59,10.4,10.6,497,11462.83,0.49,0.698,1,3,4,1800,60,0.216,49.27,other,Midwest,0
C105466,22,99301.78,3.5,4.1,629,36471.05,0.948,0.319,6,3,8,25400,36,0.181,918.91,major_purchase,South,0
C105467,39,49963.95,6.9,8.3,538,7287.81,0.467,0.703,3,1,4,9600,36,0.22,366.55,medical,South,1
C105468,50,122963.84,5.0,5.8,640,45658.21,0.38,0.02,1,0,12,12700,36,0.099,409.15,home_improvement,South,0
C105469,35,52372.5,2.2,6.0,513,13786.95,0.475,0.402,1,4,9,11500,36,0.2,427.24,major_purchase,South,0
C105470,53,92013.71,6.3,11.6,669,14759.29,0.722,0.02,1,1,8,14400,36,0.092,459.09,debt_consolidation,South,0
C105471,45,71747.04,0.0,4.2,613,25427.64,0.457,0.431,5,0,7,12200,60,0.165,299.79,home_improvement,South,0
C105472,64,97859.55,4.9,13.5,616,38247.74,0.354,0.041,1,4,12,8700,36,0.109,284.24,home_improvement,South,0
C105473,30,69051.88,2.6,6.5,596,9468.05,0.677,0.102,1,0,8,21200,36,0.145,730.17,major_purchase,South,0
C105474,24,26037.0,0.5,0.5,432,3696.81,0.57,0.773,0,0,13,5500,36,0.261,221.89,credit_card,Northeast,0
C105475,49,113207.65,3.9,11.9,654,49638.58,0.798,0.267,5,1,4,36400,36,0.144,1250.57,home_improvement,West,0
C105476,34,61939.72,0.0,1.6,581,9286.68,0.265,0.25,1,0,6,12400,36,0.151,430.72,credit_card,Northeast,0
C105477,59,100345.69,5.9,11.0,663,26932.29,0.489,0.174,1,3,16,14600,36,0.101,471.92,major_purchase,South,0
C105478,26,95013.87,7.0,3.1,594,15536.32,0.378,0.02,1,3,9,12700,60,0.123,284.62,medical,South,0
C105479,52,42481.73,9.3,10.3,562,4796.63,1.0,0.451,1,1,10,17000,36,0.209,639.25,debt_consolidation,West,0
C105480,74,39300.99,15.4,6.6,460,3377.78,1.0,0.46,3,4,7,7700,60,0.265,232.83,other,West,1
C105481,26,93207.91,1.7,2.0,568,28960.14,0.434,0.443,3,0,4,14700,36,0.152,510.75,major_purchase,West,0
C105482,37,55014.69,2.9,0.5,478,12610.13,0.414,0.373,2,1,8,16300,36,0.213,616.73,home_improvement,South,0
C105483,66,108790.43,3.3,7.7,613,34099.59,0.397,0.02,1,2,8,11000,36,0.107,358.81,major_purchase,South,0
C105484,49,58931.56,7.1,4.2,584,4931.0,0.475,0.575,3,2,7,10400,60,0.171,259.07,credit_card,Northeast,1
C105485,30,114121.38,0.0,2.8,580,35236.06,0.763,0.095,2,4,10,40000,36,0.165,1416.1,major_purchase,West,0
C105486,32,82039.82,0.5,1.8,474,6452.13,0.415,0.498,1,1,10,14600,60,0.226,407.83,car,West,0
C105487,62,76155.21,2.6,6.3,549,15128.73,0.628,0.309,2,2,6,5000,60,0.185,128.2,small_business,Midwest,0
C105488,67,52914.7,9.5,15.1,605,18193.04,0.503,0.351,1,1,7,18500,36,0.141,633.39,major_purchase,Midwest,0
C105489,40,73863.77,10.1,7.6,574,22658.77,0.683,0.272,4,4,10,27000,36,0.158,946.22,credit_card,South,1
C105490,46,125268.1,6.9,3.2,612,18462.27,0.744,0.02,2,4,8,39700,36,0.138,1353.35,debt_consolidation,South,0
C105491,63,63090.41,10.6,8.2,539,17783.67,0.678,0.643,5,3,10,17200,36,0.221,657.34,small_business,West,1
C105492,30,87054.4,0.1,3.3,586,12433.83,0.306,0.335,0,2,4,15600,60,0.138,361.49,other,South,0
C105493,32,66678.68,7.1,0.5,554,6703.6,0.61,0.26,3,1,8,18900,36,0.173,676.44,small_business,Northeast,1
C105494,62,69610.78,6.5,8.1,619,28152.56,0.231,0.499,3,2,7,11800,36,0.132,398.67,credit_card,Midwest,0
C105495,31,167714.51,0.6,0.5,552,23540.73,0.477,0.02,2,0,5,31300,36,0.133,1059.18,medical,South,0
C105496,62,125881.22,7.9,11.4,664,31318.72,0.67,0.028,2,1,5,32600,60,0.112,712.83,debt_consolidation,West,0
C105497,47,67901.58,8.0,6.8,632,23273.05,0.535,0.114,0,2,8,4800,36,0.098,154.35,medical,Midwest,0
C105498,74,73137.19,8.6,6.4,504,5817.19,0.344,0.185,4,1,9,14400,36,0.17,513.5,debt_consolidation,Midwest,1
C105499,22,44183.81,1.1,6.1,520,16251.58,0.552,0.277,0,1,9,16000,36,0.167,568.03,debt_consolidation,South,1
C105500,72,59101.3,5.1,10.0,521,15591.12,0.705,0.159,1,6,7,21500,36,0.186,783.44,credit_card,West,0
C105501,33,77057.82,0.8,2.0,528,13352.83,0.648,0.276,1,1,5,4900,36,0.19,179.67,small_business,South,0
C105502,22,103774.96,0.0,0.5,540,19830.78,0.787,0.02,4,2,8,14300,36,0.174,512.67,debt_consolidation,West,1
C105503,60,98146.25,6.6,16.8,638,22346.31,0.395,0.32,1,2,14,10300,60,0.127,232.63,debt_consolidation,West,0
C105504,49,35314.54,9.3,6.2,500,6463.45,0.747,0.297,2,2,7,3500,36,0.213,132.33,major_purchase,Midwest,0
C105505,66,111244.2,6.4,12.2,668,39690.77,0.061,0.02,0,1,11,16900,36,0.032,492.72,home_improvement,Midwest,0
C105506,26,61902.57,2.1,6.9,580,13363.95,0.342,0.161,2,1,4,17900,36,0.153,623.41,debt_consolidation,South,0
C105507,25,37771.02,0.0,4.1,504,11221.9,0.536,0.526,1,2,6,3700,60,0.195,97.1,debt_consolidation,Northeast,0
C105508,51,135557.9,1.7,7.6,580,31220.36,0.781,0.255,6,2,6,13100,36,0.19,480.49,debt_consolidation,South,0
C105509,68,145356.7,5.7,7.8,656,53295.44,0.631,0.091,1,2,6,30900,36,0.12,1026.61,small_business,West,0
C105510,42,75147.14,0.9,2.2,442,8188.62,0.572,0.314,2,3,6,15700,36,0.204,586.48,small_business,Midwest,1
C105511,64,95988.05,3.8,18.9,694,18787.2,0.436,0.02,0,1,10,12600,36,0.075,392.2,debt_consolidation,South,0
C105512,69,99135.18,13.6,17.1,688,18005.87,0.389,0.02,0,0,9,23000,36,0.07,709.86,other,Northeast,0
C105513,67,140058.75,1.3,12.2,667,42708.87,0.12,0.02,0,1,13,4600,36,0.076,143.2,other,Midwest,0
C105514,48,97011.06,3.2,0.9,644,14285.89,0.641,0.403,3,1,3,30700,36,0.153,1068.0,other,Midwest,0
C105515,58,31316.93,2.1,14.6,448,4134.01,0.428,0.23,2,6,4,2900,36,0.205,108.5,other,Northeast,1
C105516,49,196326.98,6.9,8.2,651,60000.0,0.004,0.02,0,2,9,40000,36,0.054,1206.5,major_purchase,Midwest,0
C105517,57,116804.15,5.0,3.2,588,13104.01,0.453,0.374,4,2,7,37200,36,0.145,1280.86,debt_consolidation,South,0
C105518,51,49114.24,6.7,6.4,544,12522.23,0.928,0.347,3,1,2,4500,60,0.209,121.42,debt_consolidation,South,1
C105519,49,36895.64,2.9,6.7,456,3704.76,0.985,0.378,4,3,5,5600,36,0.255,224.26,small_business,South,1
C105520,44,85801.34,5.7,3.6,588,16163.96,0.64,0.195,3,0,7,28700,36,0.163,1012.72,small_business,West,0
C105521,56,55776.03,2.4,11.6,596,11138.43,0.322,0.7,3,0,4,11000,36,0.167,390.35,debt_consolidation,Midwest,0
C105522,61,77935.75,1.6,11.8,595,25534.81,0.868,0.308,3,4,7,4200,60,0.164,103.09,major_purchase,South,0
C105523,70,97832.91,11.5,12.2,630,19375.55,0.874,0.505,3,1,12,19800,60,0.18,503.29,credit_card,South,1
C105524,54,47600.55,2.0,4.8,474,13728.88,0.636,0.531,3,1,10,16000,36,0.231,619.99,other,West,0
C105525,26,35181.76,0.0,2.1,445,7879.06,1.0,0.624,3,5,6,11200,36,0.294,471.96,debt_consolidation,West,1
C105526,52,80365.7,0.3,11.8,655,34565.74,0.512,0.02,3,1,12,25900,36,0.1,835.68,home_improvement,South,0
C105527,38,48473.82,0.1,0.5,533,5922.75,0.427,0.399,3,1,7,14900,36,0.179,538.26,medical,West,0
C105528,22,70438.5,0.0,3.2,584,6661.97,0.853,0.43,5,0,6,9900,36,0.189,362.6,debt_consolidation,Northeast,0
C105529,24,31048.72,5.1,0.5,472,5406.09,0.796,0.248,0,2,10,6600,36,0.22,251.89,credit_card,Midwest,0
C105530,52,56581.77,13.8,9.9,612,10895.71,0.258,0.097,0,1,7,16700,36,0.105,542.71,debt_consolidation,South,0
C105531,72,96313.72,3.5,13.0,611,24237.39,0.274,0.02,0,0,8,15900,36,0.081,499.3,other,South,0
C105532,48,90708.42,1.4,5.4,601,25093.2,0.492,0.18,1,4,8,16700,36,0.132,564.56,credit_card,South,0
C105533,45,42131.28,7.1,7.2,557,6961.99,0.352,0.95,6,2,4,4900,60,0.221,135.53,home_improvement,South,0
C105534,25,34186.88,0.0,2.0,407,3820.71,0.89,0.589,2,4,8,9700,36,0.289,406.0,medical,South,1
C105535,57,65566.0,5.5,20.1,566,22219.95,0.647,0.263,2,1,8,25200,36,0.178,908.44,credit_card,South,1
C105536,23,88495.82,0.0,0.7,511,19894.66,0.998,0.286,3,2,5,31900,36,0.227,1229.39,debt_consolidation,South,1
C105537,66,81225.85,8.7,11.0,556,25710.48,0.493,0.296,2,2,9,19900,36,0.168,707.8,medical,South,0
C105538,65,49043.09,10.3,16.3,538,13492.79,0.847,0.99,8,3,8,500,36,0.275,20.54,home_improvement,West,1
C105539,74,76568.88,7.6,23.6,610,25304.19,0.588,0.236,0,1,7,18900,36,0.135,641.25,debt_consolidation,Northeast,0
C105540,36,148514.53,0.6,0.5,627,41470.39,0.489,0.02,4,1,10,14400,36,0.109,470.79,home_improvement,South,0
C105541,29,72763.67,5.1,7.2,573,1964.36,0.525,0.059,1,0,13,10000,36,0.147,345.32,small_business,Midwest,0
C105542,37,26473.81,1.7,6.2,404,6664.86,0.619,1.07,2,7,7,6300,60,0.333,216.62,debt_consolidation,West,1
C105543,64,72685.9,8.0,13.3,623,24377.41,0.291,0.228,2,0,4,6300,60,0.116,138.87,debt_consolidation,West,0
C105544,32,200049.25,0.0,3.3,583,56521.81,0.364,0.02,0,6,1,40000,36,0.119,1326.78,debt_consolidation,Northeast,0
C105545,68,32018.77,13.6,5.7,444,7341.23,0.408,0.866,4,0,6,9500,60,0.257,282.56,debt_consolidation,Midwest,1
C105546,29,66071.39,0.9,0.5,518,10931.88,0.431,0.271,1,5,5,11700,36,0.166,414.75,debt_consolidation,South,0
C105547,23,57391.88,3.1,0.5,559,11126.02,0.135,0.42,3,0,7,13300,60,0.156,320.59,debt_consolidation,South,0
C105548,32,68519.81,3.1,6.6,529,8268.75,0.48,0.331,0,1,4,22300,60,0.182,568.65,car,Midwest,0
C105549,61,72329.06,2.5,15.1,562,16706.43,0.379,0.297,2,1,8,3000,36,0.151,104.14,debt_consolidation,West,0
C105550,53,121677.23,3.0,6.0,620,23914.17,0.891,0.02,3,1,7,8000,36,0.136,271.95,small_business,Midwest,0
C105551,40,68102.78,9.6,3.7,536,4733.6,0.783,0.714,3,3,4,11700,36,0.244,461.4,credit_card,Northeast,0
C105552,56,131220.62,5.3,9.8,684,38685.78,0.805,0.052,3,0,8,40000,60,0.107,864.26,debt_consolidation,South,0
C105553,56,60927.01,10.4,7.6,568,10892.56,0.735,0.716,2,1,5,10300,36,0.221,393.98,debt_consolidation,West,1
C105554,50,53614.1,9.1,12.1,577,10377.94,0.451,0.144,1,1,8,6100,36,0.147,210.7,car,West,0
C105555,48,44985.34,5.3,9.8,573,9245.64,0.404,0.605,2,1,7,3100,36,0.181,112.26,credit_card,South,0
C105556,26,23926.57,5.3,0.5,358,2875.07,0.491,0.899,2,3,8,4500,60,0.314,149.55,credit_card,Midwest,0
C105557,35,75646.19,1.9,5.5,591,9835.76,0.233,0.043,2,2,6,4900,36,0.092,156.21,medical,West,0
C105558,49,201157.35,7.0,7.1,604,31368.34,0.518,0.02,1,2,2,21200,60,0.119,470.27,home_improvement,Northeast,0
C105559,28,83631.21,0.0,2.6,602,19276.38,0.334,0.031,2,2,9,10600,36,0.105,344.61,medical,South,0
C105560,46,94831.19,1.3,5.3,569,18528.09,0.426,0.219,2,2,7,10800,36,0.134,365.88,credit_card,Northeast,0
C105561,27,51791.19,0.7,2.0,521,17996.36,0.754,0.284,3,0,8,15300,36,0.201,569.16,debt_consolidation,West,0
C105562,63,56826.56,2.1,11.2,572,7021.53,0.684,0.58,1,1,12,5800,60,0.205,155.4,medical,South,1
C105563,26,111713.78,1.8,4.9,608,19267.87,0.35,0.158,2,1,8,29500,60,0.137,682.46,home_improvement,West,0
C105564,25,196206.72,0.3,0.7,568,59934.72,0.409,0.02,0,2,6,23300,60,0.125,524.62,small_business,South,0
C105565,55,147342.33,2.0,13.4,654,28481.11,0.063,0.02,0,1,8,15700,36,0.056,474.91,small_business,South,0
C105566,32,101217.52,0.1,1.4,631,23013.05,0.186,0.213,1,2,7,16800,60,0.103,359.05,home_improvement,West,0
C105567,39,66268.86,2.7,1.7,534,21268.31,0.666,0.461,6,4,5,8300,36,0.182,300.74,other,South,1
C105568,37,72946.97,6.6,0.5,562,9503.49,0.374,0.695,4,5,4,5400,36,0.193,198.88,credit_card,West,0
C105569,32,42946.63,1.9,2.7,570,13877.61,0.406,0.722,0,2,6,3500,36,0.177,125.94,major_purchase,South,0
C105570,62,29309.01,11.6,18.1,522,2804.37,0.336,0.442,5,1,13,3700,36,0.18,133.78,credit_card,Midwest,0
C105571,58,34975.51,3.7,12.5,435,4587.61,0.446,0.56,5,2,3,7600,36,0.233,295.34,debt_consolidation,South,0
C105572,33,66804.96,1.0,5.5,545,22976.36,0.547,0.03,1,1,4,8000,36,0.154,279.06,debt_consolidation,Midwest,0
C105573,58,55356.36,7.8,12.5,543,18941.37,0.301,0.206,0,3,7,8500,36,0.159,298.47,debt_consolidation,South,0
C105574,59,28968.07,1.5,12.3,531,4915.3,0.887,0.729,3,5,12,6800,36,0.248,269.67,debt_consolidation,West,1
C105575,50,63679.29,5.0,8.9,584,16873.91,0.858,0.499,1,0,6,8300,60,0.213,225.96,debt_consolidation,West,0
C105576,52,54557.25,7.8,9.5,609,10147.62,0.559,0.418,1,1,5,15500,36,0.168,550.87,credit_card,South,0
C105577,71,34100.78,3.5,16.9,545,2626.57,0.384,0.53,2,5,11,4500,36,0.181,162.97,credit_card,West,0
C105578,45,53026.34,5.3,9.2,587,15336.99,0.276,0.57,0,1,12,11500,60,0.154,276.21,debt_consolidation,South,0
C105579,41,54481.6,5.1,9.1,526,13307.78,0.464,0.268,4,2,5,15200,60,0.165,373.57,debt_consolidation,Northeast,0
C105580,50,46304.39,0.1,8.7,561,10571.14,0.434,0.144,1,1,2,13700,36,0.132,462.92,car,South,0
C105581,66,108208.06,10.3,15.5,690,34424.51,0.687,0.02,1,2,11,26500,36,0.095,849.1,debt_consolidation,Midwest,0
C105582,59,22823.52,2.5,2.5,373,4629.7,0.641,0.594,5,2,5,8200,36,0.298,347.02,debt_consolidation,South,1
C105583,25,21806.28,3.3,4.0,419,1976.27,1.0,0.605,5,2,5,10800,60,0.272,331.34,credit_card,South,1
C105584,45,65117.57,7.8,6.3,584,8822.83,0.35,0.563,3,2,8,16500,36,0.168,586.8,debt_consolidation,Midwest,0
C105585,60,68529.01,10.3,11.1,609,20214.48,0.366,0.22,1,1,5,6200,36,0.123,206.83,home_improvement,South,0
C105586,33,81182.98,0.2,1.3,609,8272.34,0.394,0.349,4,0,12,19100,60,0.12,424.46,credit_card,Northeast,0
C105587,74,48325.14,8.1,22.4,601,16322.61,0.618,0.247,1,0,11,7900,36,0.152,274.56,home_improvement,South,0
C105588,64,39233.43,5.9,10.1,541,8329.67,0.498,0.537,2,2,11,4700,36,0.196,173.64,debt_consolidation,West,0
C105589,66,64738.97,9.1,12.5,633,18091.39,0.313,0.165,0,2,3,16700,60,0.104,358.15,major_purchase,Northeast,0
C105590,25,50984.38,0.4,2.3,540,7627.81,0.4,0.338,2,2,8,5600,60,0.171,139.44,debt_consolidation,South,0
C105591,52,152547.58,0.9,0.5,576,31670.36,0.348,0.02,0,0,8,16600,36,0.123,553.65,debt_consolidation,West,0
C105592,49,54383.58,2.8,8.2,551,12310.1,0.205,0.374,1,1,8,18500,60,0.143,433.69,debt_consolidation,South,0
C105593,54,63126.17,3.6,7.5,611,22287.83,0.83,0.606,3,3,11,15600,36,0.205,583.79,debt_consolidation,West,0
C105594,66,250000.0,2.6,11.1,615,29096.92,0.564,0.02,0,1,7,21000,36,0.11,687.91,debt_consolidation,Northeast,0
C105595,40,58397.27,8.6,6.6,559,15856.57,0.441,0.56,0,3,13,11600,36,0.189,424.56,debt_consolidation,South,0
C105596,49,88258.81,1.6,6.5,556,20141.12,0.458,0.367,0,1,9,7600,36,0.177,273.73,other,South,0
C105597,57,92745.34,6.3,17.5,664,29479.18,0.808,0.207,1,3,7,13600,60,0.127,307.34,debt_consolidation,West,0
C105598,61,97189.06,9.9,8.3,657,32936.0,0.332,0.039,0,1,5,9000,36,0.086,284.66,car,Northeast,0
C105599,62,76218.58,7.9,9.6,575,21505.66,0.21,0.598,1,2,10,18200,36,0.162,641.69,credit_card,West,1
C105600,39,72312.7,6.1,8.0,588,9521.96,0.479,0.134,0,1,7,19300,36,0.153,672.21,debt_consolidation,South,0
C105601,74,68687.77,14.3,18.6,602,15043.8,0.602,0.371,2,3,5,3500,60,0.155,84.19,debt_consolidation,West,0
C105602,21,47351.13,0.0,0.5,533,12971.98,0.584,0.56,1,2,8,5300,36,0.198,196.33,home_improvement,West,0
C105603,47,77744.1,4.4,4.2,621,8647.09,0.535,0.02,3,0,9,13800,36,0.11,452.0,debt_consolidation,Midwest,0
C105604,53,198371.69,7.7,7.1,600,54585.45,0.631,0.02,1,0,4,35700,36,0.14,1219.99,debt_consolidation,Northeast,0
C105605,24,126502.53,4.6,1.2,466,26870.76,0.659,0.05,2,0,8,7200,36,0.181,260.81,medical,West,0
C105606,45,76825.93,7.6,8.5,642,26333.92,0.558,0.02,1,1,4,18700,36,0.104,607.17,credit_card,South,0
C105607,53,104073.11,0.7,8.9,621,13525.22,0.873,0.388,1,2,2,38900,36,0.165,1378.09,debt_consolidation,West,0
C105608,53,40299.56,0.0,10.9,536,10052.23,0.499,0.363,1,2,4,10000,36,0.181,361.84,major_purchase,West,0
C105609,27,56323.15,3.5,1.6,558,12111.74,0.914,0.227,1,1,7,7200,36,0.192,264.72,home_improvement,South,0
C105610,35,109475.93,6.7,7.2,597,13647.63,0.718,0.071,1,1,5,31800,36,0.137,1082.6,home_improvement,South,0
C105611,34,147279.07,8.3,1.3,555,33424.5,0.387,0.02,2,1,6,34000,36,0.124,1135.61,car,South,0
C105612,55,42538.56,5.7,8.8,519,10978.81,0.994,0.413,3,1,8,5500,36,0.225,211.36,credit_card,South,0
C105613,38,49819.86,8.0,5.9,552,8854.14,0.558,0.751,3,2,10,16200,36,0.194,597.36,debt_consolidation,Northeast,1
C105614,51,215755.1,6.0,4.2,626,60000.0,0.62,0.02,3,1,9,40000,36,0.112,1313.94,debt_consolidation,West,0
C105615,60,68534.07,9.3,5.6,629,5277.92,0.572,0.401,0,2,5,8500,36,0.142,291.5,credit_card,South,0
C105616,64,177192.44,8.0,8.2,638,39552.21,0.799,0.02,0,0,10,40000,36,0.131,1350.36,other,Northeast,0
C105617,30,72832.25,0.0,6.5,579,15889.35,0.527,0.609,1,1,10,21700,36,0.17,773.89,small_business,South,0
C105618,69,74424.59,8.2,16.6,655,6629.17,0.751,0.516,4,2,5,28800,36,0.154,1003.55,debt_consolidation,West,0
C105619,29,54946.9,1.8,1.3,485,9453.24,0.823,0.725,3,1,9,3300,36,0.26,132.89,debt_consolidation,South,0
C105620,22,109157.59,0.1,3.0,630,28451.62,0.823,0.067,1,6,7,12000,36,0.122,399.62,small_business,South,0
C105621,23,137162.3,1.0,4.3,601,34276.45,0.454,0.02,2,1,10,9800,60,0.126,221.21,home_improvement,West,0
C105622,31,36786.69,4.8,1.9,456,3187.56,0.753,0.305,1,4,9,5400,36,0.236,210.72,home_improvement,Midwest,0
C105623,68,53545.91,5.5,17.6,555,10315.75,0.496,0.464,5,4,16,6500,60,0.176,163.8,major_purchase,Midwest,0
C105624,32,107520.39,3.2,5.7,620,20136.5,0.535,0.02,0,2,5,34700,60,0.111,756.37,debt_consolidation,Midwest,0
C105625,58,60529.78,5.3,4.4,540,2514.0,0.826,0.361,1,0,9,23200,36,0.204,867.26,debt_consolidation,Midwest,0
C105626,43,49552.13,0.5,5.8,529,19347.32,0.751,0.508,2,3,13,13300,36,0.223,510.12,debt_consolidation,South,1
C105627,23,113254.27,0.0,0.5,511,30348.86,0.413,0.02,1,2,8,35600,36,0.139,1214.25,medical,Midwest,0
C105628,44,119257.68,0.0,4.6,578,38559.88,0.631,0.02,4,1,4,9500,60,0.13,215.94,small_business,West,0
C105629,22,50758.76,1.7,3.7,502,10344.68,0.557,0.227,1,2,6,18700,36,0.169,666.17,major_purchase,Midwest,0
C105630,46,73053.27,5.9,7.1,603,16591.43,0.403,0.097,1,0,4,7800,60,0.121,173.88,small_business,Northeast,0
C105631,51,33439.11,0.2,12.8,506,4018.88,0.26,0.468,0,1,12,7500,36,0.19,275.03,home_improvement,Northeast,0
C105632,49,39720.71,1.6,7.6,420,9333.54,0.908,0.899,1,0,7,3300,36,0.319,143.48,small_business,Midwest,1
C105633,36,69593.99,2.9,3.6,544,4534.14,0.376,0.3,3,1,3,20000,36,0.151,694.48,debt_consolidation,West,0
C105634,62,66132.55,9.8,6.9,527,6455.63,0.726,0.206,1,1,5,16600,60,0.183,424.52,other,South,0
C105635,53,38191.21,0.0,13.0,497,15745.4,0.663,0.401,2,2,8,4400,36,0.204,164.31,debt_consolidation,Midwest,0
C105636,34,43842.41,0.2,0.5,519,1380.47,0.217,0.558,1,4,7,3600,36,0.177,129.65,credit_card,West,0
C105637,44,36183.85,3.9,5.6,427,7787.91,0.591,0.356,3,0,8,11100,36,0.215,420.77,debt_consolidation,Midwest,1
C105638,26,83485.27,2.5,1.8,573,25794.45,0.769,0.314,1,1,6,32000,36,0.184,1163.87,medical,Midwest,0
C105639,70,22025.17,10.3,5.9,426,3245.78,0.768,0.848,3,3,14,1100,60,0.288,34.76,debt_consolidation,South,1
C105640,61,37263.7,0.1,13.4,506,2240.65,0.223,0.506,2,3,7,8000,36,0.178,288.49,debt_consolidation,Midwest,0
C105641,36,23330.68,2.3,6.8,420,6588.86,0.924,0.82,3,1,10,6100,60,0.314,202.69,other,Northeast,1
C105642,57,81846.75,11.3,6.8,605,10164.47,0.781,0.02,0,1,10,20200,36,0.124,674.63,debt_consolidation,South,0
C105643,57,24116.2,9.0,11.0,496,500.0,0.587,0.401,3,2,5,8500,36,0.206,318.42,other,South,0
C105644,53,66144.27,5.4,14.0,550,2669.64,0.785,0.548,4,4,6,23200,36,0.213,877.93,debt_consolidation,West,0
C105645,23,160152.34,0.0,0.5,615,20323.42,0.624,0.02,1,0,8,40000,36,0.106,1302.02,debt_consolidation,Midwest,0
C105646,68,163167.28,7.9,9.6,590,49690.73,0.358,0.02,1,0,3,13500,36,0.108,440.8,credit_card,South,0
C105647,72,24074.14,8.8,16.4,506,6664.75,0.443,0.586,3,2,12,4100,36,0.214,155.39,other,West,0
C105648,73,76593.53,8.4,16.7,585,17287.92,0.758,0.296,4,0,7,4400,60,0.186,113.16,credit_card,West,1
C105649,73,37729.91,15.0,18.3,522,9799.71,0.712,0.505,5,1,8,9300,36,0.211,351.05,credit_card,South,0
C105650,71,33722.4,8.2,14.4,475,5804.82,0.814,0.58,3,4,10,6500,60,0.247,189.52,other,Northeast,1
C105651,60,61067.44,7.8,10.7,573,15115.38,0.345,0.065,2,0,11,13000,36,0.145,447.64,debt_consolidation,West,0
C105652,24,127733.67,1.6,0.7,566,19570.95,0.369,0.331,0,1,6,36700,36,0.145,1262.97,debt_consolidation,West,0
C105653,46,90395.97,2.9,3.5,536,23948.46,0.626,0.091,3,1,11,11800,36,0.162,415.95,other,Midwest,1
C105654,34,43862.5,1.6,1.6,499,8407.44,0.207,0.601,2,2,2,500,36,0.198,18.52,credit_card,West,0
C105655,32,95789.78,1.6,3.5,594,26099.29,0.59,0.149,0,2,8,6000,36,0.127,201.31,small_business,South,0
